date,volume,vol,RSI_14,EMA_50,ADX,sentiment,trend_sup,trend_res,open,high,low,close
2018-02-01 09:00:00,59921.353150309995,3122.0961515630347,38.42769068012914,12316.016586257534,38.75248506509687,30,0.38018690447226694,0.619813095527733,10225.23160387217,10270.14806902441,8620.79790118377,9125.319945788626
2018-02-02 09:00:00,94377.64680431,3785.0714112116134,33.757078665189944,12180.366461914226,40.03762713430943,15,0.2205089170873771,0.7794910829126229,9123.994648311545,9177.912524539255,7828.9802641274655,8856.938415503182
2018-02-03 09:00:00,44933.374848420004,4073.362533312976,24.966877918096266,12063.854155647568,40.84512536440639,40,0.21646320144314857,0.7835367985568514,8860.498581681219,9479.571499689657,8207.973621940075,9209.302652114462
2018-02-04 09:00:00,51124.98090979,4215.62416302562,25.814761852506543,11911.825515846405,41.72549557869822,24,0.3414931963871148,0.6585068036128852,9209.435906655805,9361.305187841994,7890.750682490745,8187.123840717926
2018-02-05 09:00:00,109947.61138331,5274.38432223975,24.0360334974664,11715.7605375468,43.01119781536844,11,0.13244837737724666,0.8675516226227533,8184.557760776973,8362.801759119167,6614.416680312853,6912.168569206429
2018-02-06 09:00:00,171162.86996525998,5735.798312473124,30.88741751945154,11557.788555115336,44.40936756193872,8,0.0671463330959357,0.9328536669040643,6914.348673958675,7990.7668199941045,5967.137642803926,7687.474985544476
2018-02-07 09:00:00,93419.35303453999,6083.472931872973,25.567914480878265,11402.391359774807,45.00423892751104,36,0.3776850022754989,0.6223149977245012,7683.754806173351,8536.446515904543,7172.298342482954,7595.160073931846
2018-02-08 09:00:00,24267.92849912,5997.283795697056,32.00885549784771,11277.981201096734,45.48184250605682,30,0.4134779658569825,0.5865220341430175,7588.699045013687,8594.17946613702,7565.913176218399,8229.932313483965
2018-02-09 09:00:00,38901.027915419996,5793.525732663931,35.9774434255412,11176.440095838696,45.70343919179605,44,0.6458136632856447,0.3541863367143553,8012.199378697553,8757.705444158699,7772.58079895903,8688.683017016736
2018-02-10 09:00:00,64052.07135503,5551.472670538446,32.3449730528396,11073.047921498433,45.47827230761777,54,0.8312246378841329,0.16877536211586713,8686.231863340816,9071.51060903355,8131.649031792423,8539.93965016199
2018-02-11 09:00:00,57736.973797700004,5108.710410802898,27.84245566092884,10955.06827444184,45.47788669308409,31,0.854153131803241,0.1458468681967589,8539.716547965694,8551.421838816712,7747.109024927088,8064.566921555284
2018-02-12 09:00:00,57058.89078684,4177.808900819844,36.73759042916074,10874.553576413104,44.86582991593862,42,0.7828937616276735,0.21710623837232645,8067.367283664218,8990.58478793636,8056.697838518171,8901.943474709095
2018-02-13 09:00:00,46829.497108539996,3325.4203263207987,40.1196162085201,10782.837463269296,44.297491480017825,35,0.9774330737108856,0.02256692628911437,8900.133870887214,8950.459066442641,8353.217606677945,8535.792691245997
2018-02-14 09:00:00,58280.691732930005,3075.9554259449733,45.71360800498419,10731.050743948146,43.003633840681914,55,0.898183097927204,0.10181690207279606,8525.998121743183,9497.213258422325,8524.4785457895,9462.276120579962
2018-02-15 09:00:00,73463.9340325,2959.2255360933427,55.48092293976035,10702.586734923727,40.89371684548139,71,0.9926532549919137,0.007346745008086339,9461.720316406632,10223.65206311942,9315.387935261506,10005.218513825435
2018-02-16 09:00:00,50018.84874913,3317.7692543642393,58.22525463433964,10681.642903234784,38.822037895689526,67,0.9612955266098557,0.03870447339014428,10003.357830915265,10317.829826273799,9675.840505407557,10168.519026855703
2018-02-17 09:00:00,56393.27754376,4078.5993881899217,60.826056292494194,10696.298568579641,36.07285031100144,74,0.9746897794052093,0.025310220594790697,10168.182094934318,11090.704818105141,10050.900623162739,11055.362369528653
2018-02-18 09:00:00,78760.46015935,4362.050875171499,63.46712035937643,10684.359405743508,33.71923822237913,63,0.9948356730397171,0.00516432696028295,11053.299770238333,11279.817640784324,10096.367708591279,10391.849916258232
2018-02-19 09:00:00,52529.673357110005,4842.783269537347,77.53327769519458,10702.912133406631,31.53374128294413,67,0.8765905504692175,0.12340944953078248,10388.075695042875,11252.779271759588,10278.609913783774,11157.453961153185
2018-02-20 09:00:00,64034.2633278,4745.0381220086565,75.20467624652427,10722.7599073302,30.08297816592179,74,0.9869863656540181,0.013013634345981925,11150.088557223211,11784.519481356247,11095.575309987235,11209.030368457661
2018-02-21 09:00:00,88073.49591052001,4543.046130236369,68.59834593430635,10711.682035585216,28.16588639110494,54,0.9281861327198009,0.07181386728019908,11203.761077957552,11297.61877195778,10212.691013445188,10440.274177833093
2018-02-22 09:00:00,87264.85743683999,4098.628990567806,60.446172459723854,10676.656015157749,26.91395541738573,44,0.8480632909291976,0.15193670907080237,10440.819011117677,10933.801191421311,9691.08602063613,9818.518514684809
2018-02-23 09:00:00,73246.74167333,3846.899958241902,59.717388631508165,10655.56046857687,25.864600147248407,39,0.7868350607337908,0.21316493926620916,9821.63495888915,10428.494482397127,9576.719612112513,10138.719577345344
2018-02-24 09:00:00,54860.87102251,3682.96138067393,57.460461649802895,10617.827069211682,25.111562997200082,31,0.8421306840949159,0.15786931590508413,10132.099525526417,10508.08992415465,9357.470819304672,9693.358784764567
2018-02-25 09:00:00,39410.694538690004,3444.6243327702214,60.31975820690147,10577.52056462358,24.5020265719943,33,0.8029834927452888,0.1970165072547112,9692.75965388807,9857.196816309668,9270.655180406946,9590.011202215117
2018-02-26 09:00:00,51035.09781218,2880.302726986065,59.76215641657066,10567.587272189745,23.117231962337595,37,0.8061150366559624,0.19388496334403757,9591.89632755565,10449.907676353458,9358.338775929185,10324.22160756076
2018-02-27 09:00:00,41113.86506075,2651.413498306822,64.14081449445709,10567.617039372299,21.618948458532838,44,0.8983785606231374,0.10162143937686259,10323.275928923298,10864.936754341938,10128.34170620419,10568.346335344846
2018-02-28 09:00:00,41291.732840159995,2041.5055839794454,56.66995824092225,10558.05350054068,20.498037241595146,41,0.9227154696299927,0.07728453037000726,10581.32188044906,11089.552366970549,10288.584897683813,10323.746799166038
2018-03-01 09:00:00,34574.21907611,1932.2379184572335,56.99008265115968,10572.066051732196,19.383367224129323,38,0.8884175550100045,0.1115824449899955,10322.71933435651,11068.524788393508,10235.450343377888,10915.37355592435
2018-03-02 09:00:00,32239.80799086,1984.8478214327959,56.71418079975458,10590.28590391086,18.51221546388067,47,0.9773697471340222,0.02263025286597774,10921.812493996233,11193.541293807317,10771.035976473308,11036.672282288157
2018-03-03 09:00:00,29073.42081951,2180.3472593389947,53.41143975181576,10624.363436476757,18.14027490547146,56,0.9753684045704261,0.024631595429573903,11037.33490981667,11533.0839035805,11017.109661332897,11459.26298434122
2018-03-04 09:00:00,24127.54935579,2322.945316865694,60.22120235282299,10658.715961811853,17.816351654592925,44,0.9878249725265239,0.012175027473476116,11458.957138008842,11549.710090009117,11051.404586293618,11500.352832521696
