date,vol,EMA_200,volume,RSI_7,EMA_50,open,high,low,close
2017-08-24 09:00:00,1.1275117821838476,0.0004913997734747877,-0.275987351695554,0.2136355493479427,0.001978814751705249,0.011747165062525378,0.023870711942328704,0.008193437048355401,0.04695581513022118
2017-08-25 09:00:00,0.29901560635192226,0.0006084820931366863,-0.11208968599931934,0.24157407009712673,0.0023788911339552854,0.045036100260061884,0.02268747125326831,0.04555928176208979,0.011709920829237053
2017-08-26 09:00:00,0.07487128287859024,0.0005577859369152449,-0.33927484867741386,0.2131540652954046,0.0021060691118877095,0.00851674585239981,-0.018091966310115115,-0.008664229655390598,-0.004195788860301697
2017-08-27 09:00:00,0.032114695593536524,0.0005565869476249485,-0.3621155722682752,0.2791382179880413,0.002037518175474151,-0.002897769289302632,0.0055281056191924804,0.013747393425862509,0.0004436201481110569
2017-08-28 09:00:00,0.04914317410915214,0.0006597107683432579,1.1351581328095315,0.4335879346626794,0.0023808480081384253,-0.0010844677690439175,0.001339116365919546,-0.028864664745377078,0.010376976358794643
2017-08-29 09:00:00,0.2257022612532671,0.0011339444276852184,0.3502864705026141,0.44200755937874825,0.004165473765870287,0.012677064439816421,0.05657089908672952,0.04057905788364802,0.045386226010475594
2017-08-30 09:00:00,0.09996778597627753,0.0011030846106663272,-0.23669306920532618,0.42612350356314666,0.003914093946537411,0.04428495684041822,-0.0012808469354277374,0.03194654769387628,-0.0016533410177966834
2017-08-31 09:00:00,0.16618425572182027,0.0014822551569859677,-0.006311017002574304,0.42292262731968433,0.005268697980393533,-0.0012050144841464494,0.026143810049951366,0.02063790983467695,0.03544465297872801
2017-09-01 09:00:00,0.20252644877050918,0.0019113175292748696,0.6822533663016082,0.43453426761223635,0.006764355748386075,0.03512782385958513,0.03551886100180801,0.022894756404193695,0.03906792803016823
2017-09-02 09:00:00,-0.004100226715138544,0.0011055297828659327,0.12422914346538927,0.11660483230557206,0.003434222415024557,0.038560945342241304,0.009026137196908923,-0.041212014722260215,-0.06615118309015178
2017-09-03 09:00:00,-0.005402195588600001,0.0011109973066727452,-0.334552454030126,0.11870239126607895,0.003356286934921293,-0.06522575290323984,-0.05563344488946065,-0.021899177256054725,0.0016006164290114366
2017-09-04 09:00:00,-0.026410865759996738,0.0002991128388536435,1.2208358056578392,-0.0699507879985326,0.00014327222251253602,0.0008447675892975237,-0.01945256039340615,-0.07443065806558047,-0.0723695549434995
2017-09-05 09:00:00,-0.02758569701920388,0.000601376402270537,-0.16439879953453307,-0.1040563826883476,0.0013103195966883696,-0.07082912691384524,-0.02906457783770844,-0.018305233917044195,0.029798898901135518
2017-09-06 09:00:00,-0.002676114158001508,0.001102753337035356,-0.21126290287291694,-0.010837528455723833,0.0032059195712239585,0.028828313606700906,0.03897258338576237,0.09439792333796881,0.048146512197613234
2017-09-07 09:00:00,-0.0023517921764826255,0.0011204982552113218,-0.4406846120795225,-0.07145566346606813,0.0031849475113416847,0.04790227709418726,0.006524806080654644,0.02701706090471956,0.002709962518209874
2017-09-08 09:00:00,-0.022244674784186458,0.00037008622862710894,1.5448324498054884,-0.25309829021951513,0.00022955008702685298,0.00259853476133709,0.0004907443188555405,-0.07859147858284321,-0.06673877638770531
2017-09-09 09:00:00,-0.021044368618305054,0.0003542052064109402,-0.5716844810983275,-0.1668322903446453,0.00017438509119971357,-0.06362464195983641,-0.06402899710603727,0.010086730255845833,-0.0011692920558109554
2017-09-10 09:00:00,-0.013490647628097263,0.00015073791059116992,0.4468475254455637,-0.19877900608478694,-0.0005964521829633362,-0.001141699130441154,-0.01413174186018007,-0.038938800166350984,-0.01939835671811241
2017-09-11 09:00:00,-0.011762567086905817,0.00011398690372410591,-0.22704512544723254,-0.06323010083400504,-0.0007081947071511108,-0.022633858878501334,0.007318406799661892,0.0229327014905909,-0.003488168648665191
2017-09-12 09:00:00,-0.012168547884797709,2.8250325766254747e-05,0.19194111454598572,-0.1897550976549387,-0.0010048248705790686,-0.005316150006651532,0.006050323360170751,-0.0037177449438466903,-0.008405919992573452
2017-09-13 09:00:00,0.06463455638653581,-0.0006998242202492788,1.1553334916073088,-0.5073593343632898,-0.0037562236917185743,-0.006957486745091668,-0.0456694126401157,-0.08739562768305364,-0.07293814555966693
2017-09-14 09:00:00,0.3338356169561205,-0.0022285177916441246,0.40702582182750047,-0.5237051341683903,-0.009525324237458332,-0.07318561348585428,-0.06083866721102138,-0.13784343777625307,-0.16584075895986383
