close,high,low,open,timestamp,volume
3750.59,3769.44,3600,3645.98,1503378000,2068.60008975
3799.79,3845.4,3750.59,3750.59,1503381600,1372.85244045
3797,3806,3750.69,3799.77,1503385200,1171.21429763
3795.25,3807.23,3753.58,3794.55,1503388800,840.15064259
3922.85,3927,3795.25,3795.25,1503392400,1509.12216229
3879.04,3922.89,3864.63,3906.74,1503396000,493.02837902
3899,3903.37,3868.52,3868.52,1503399600,381.53899630
3970,3982.02,3885.09,3896.18,1503403200,735.05007713
3920,3975.3,3916,3969.99,1503406800,490.15856038
3892.11,3925,3868.05,3916,1503410400,724.79711101
3905.24,3922.89,3894.55,3899.89,1503414000,399.35521585
3945.75,3962.21,3905,3905.02,1503417600,773.32596842
4007.56,4017,3945,3954.92,1503421200,994.14722148
4110.1,4136.15,4007.55,4007.56,1503424800,2141.39623710
4089.61,4139.31,4082.57,4113.79,1503428400,1047.79291325
4071.05,4116,4045.21,4089.61,1503432000,573.27614255
4083.01,4105.3,4048,4070.01,1503435600,654.18815996
4051.27,4110.01,4045.26,4091.01,1503439200,317.23410953
4085,4105,4011.09,4051.25,1503442800,437.06036738
4062.82,4090.69,4051.94,4078,1503446400,133.24439567
4133.99,4134,4062.52,4063,1503450000,219.19890795
4097.07,4139.97,4055.2,4133.54,1503453600,424.82822738
4095.61,4116.72,4068.93,4097.07,1503457200,443.98250323
4103.54,4110,4070.07,4078.99,1503460800,188.26816266
4066.99,4103.99,4055,4103.9,1503464400,654.27799344
4104,4114.96,4063.75,4066.99,1503468000,402.09543324
4097,4110,4076.67,4104,1503471600,773.69091797
4150,4150,4080.78,4097,1503475200,1036.62454148
4222.28,4248.97,4150,4150,1503478800,1436.81486863
4227.03,4245.99,4206.59,4222.3,1503482400,469.77133437
4228.91,4234,4206.59,4226.76,1503486000,301.35577037
4205,4248.75,4191.82,4228.91,1503489600,591.26151528
4198.99,4213.46,4166.19,4205,1503493200,563.50480778
4188.78,4199,4165.5,4199,1503496800,233.50731462
4209.97,4209.99,4165,4188.81,1503500400,655.60118297
4219.58,4233.83,4195,4209.95,1503504000,896.44224169
4150,4227.7,4123.5,4219.54,1503507600,1561.54027430
4164.84,4177,4140,4145.25,1503511200,460.70554203
4100,4164.84,4100,4164.84,1503514800,685.94403747
4120,4123.5,4062.26,4100,1503518400,895.86623849
4080.75,4121.81,4066,4120,1503522000,936.69978576
4122.97,4123.5,4062.26,4076.35,1503525600,454.76885486
4108.12,4140,4103.05,4110.52,1503529200,559.40862983
4114.57,4141.85,4102.99,4121.78,1503532800,133.49062590
4132.61,4178.32,4100.45,4103.02,1503536400,675.89687575
4110,4164.84,4110,4145.65,1503540000,399.94872854
4091.88,4131.87,4082.57,4119.99,1503543600,530.70921993
4095.39,4116.5,4082.59,4099.94,1503547200,351.50807079
4119.9,4137.18,4084.86,4104.67,1503550800,370.10544947
4116,4144.09,4115.15,4119.9,1503554400,241.84193529
4153.7,4164.8,4116.02,4130.15,1503558000,229.93046395
4185.67,4185.67,4150.01,4153.69,1503561600,311.57346240
4162.87,4192.23,4151.57,4185.81,1503565200,439.86585724
4169,4172,4146.07,4162.87,1503568800,239.08217556
4169.99,4175,4154,4172,1503572400,157.08650831
4164.84,4169.99,4125.2,4169.99,1503576000,698.74624433
4185.67,4185.67,4150.02,4164.83,1503579600,394.60967899
4242,4242,4175.8,4185.67,1503583200,892.00695096
4230.84,4246.41,4206.59,4239.3,1503586800,473.38647379
4210,4239.91,4210,4220.25,1503590400,396.36375187
4200,4220.11,4190.39,4210.86,1503594000,424.69193676
4210,4227.63,4185.67,4200,1503597600,404.66416645
4227.62,4229.94,4202.04,4210,1503601200,357.07692275
4230,4230,4211.3,4225,1503604800,175.42531834
4231.24,4234.88,4199.53,4230,1503608400,753.88139090
4314.16,4327.77,4206.59,4231.2,1503612000,1263.49370538
4300.34,4350,4298.23,4314.16,1503615600,467.30845373
4360.44,4373.84,4300.01,4308.8,1503619200,474.71745324
4340.72,4370.95,4334.38,4362.67,1503622800,285.94130620
4335.07,4358.72,4334.38,4340.72,1503626400,159.13682292
4334.38,4338.96,4301.46,4334.8,1503630000,196.54314979
4312.82,4350.53,4312.82,4334.38,1503633600,166.79811679
4315.03,4337.68,4291.36,4312.82,1503637200,436.85723826
4326.32,4330.73,4300.02,4315,1503640800,230.69879548
4349.05,4349.99,4324.73,4326.51,1503644400,387.96572511
4350.02,4370,4320.01,4348.81,1503648000,474.46978219
4354.97,4373.98,4348.47,4350.02,1503651600,156.21101524
4354.74,4372.09,4342.2,4360,1503655200,178.18470986
4353.99,4354.82,4325.04,4354.72,1503658800,276.84971746
4347.93,4353.99,4330,4353.98,1503662400,170.89534371
4353.99,4353.99,4329,4349.08,1503666000,167.04034135
4360.93,4371.2,4341.57,4353.54,1503669600,511.97012900
4419.98,4445.09,4358.51,4363.2,1503673200,1277.85395253
4447.99,4449.78,4416.11,4421.95,1503676800,505.23605036
4419.99,4449.98,4398.79,4447.99,1503680400,522.63656923
4433.88,4438.4,4410.21,4419.99,1503684000,194.27645287
4324.84,4437.35,4270.01,4432.19,1503687600,1282.05518290
4327.57,4351,4270,4320.03,1503691200,867.40143645
4328.37,4356.05,4310,4327.86,1503694800,302.72726566
4369,4369.62,4312.82,4328.37,1503698400,269.27009380
4355.98,4372.2,4325.55,4362.47,1503702000,203.87338334
4357.99,4369.78,4344.35,4348.17,1503705600,183.54829438
4320.28,4365.5,4298.76,4358,1503709200,399.85644986
4287.02,4322.97,4273.59,4320.28,1503712800,311.23481023
4302.01,4312.82,4252.77,4287.05,1503716400,277.63639506
4295.19,4320,4295.19,4312.63,1503720000,139.32841016
4315.97,4319.98,4270.01,4295.19,1503723600,285.72576313
4315.33,4320,4300,4315.97,1503727200,129.75781146
4337,4337,4304.74,4320,1503730800,214.27025281
4332.55,4343.11,4320.88,4337,1503734400,208.51667485
4294,4332.55,4287,4332.55,1503738000,606.18383711
4313,4316.56,4292.66,4303.59,1503741600,423.55678850
4297.57,4315.19,4292.52,4313,1503745200,190.43748342
4275,4307.4,4232.43,4296.84,1503748800,672.50355919
4279,4289.78,4258.3,4270.42,1503752400,234.84173831
4277,4290.32,4268,4279,1503756000,298.45346632
4299.96,4301,4270.32,4276.99,1503759600,429.72742886
4300,4300,4281.51,4295.11,1503763200,72.55350987
4280.9,4301,4269.28,4300,1503766800,79.98466514
4320,4320.99,4279.9,4280.9,1503770400,207.09451887
4323.69,4349.99,4317.37,4320,1503774000,333.01422815
4343.98,4344.22,4324,4324,1503777600,191.18026346
4327.99,4344,4320.95,4343.98,1503781200,92.93752101
4333.03,4343.96,4301.04,4327.99,1503784800,385.93357381
4333.38,4344.22,4319.05,4333.04,1503788400,191.39115979
4339.99,4340,4325,4333.38,1503792000,37.39282695
4384,4393.3,4331.67,4331.67,1503795600,301.86360873
4359.98,4384,4359.98,4384,1503799200,189.41911937
4338.38,4359.99,4322.7,4359.99,1503802800,197.74819481
4329.09,4355.08,4326.06,4338.46,1503806400,139.76429937
4333.35,4340.06,4301.94,4329.09,1503810000,313.34235329
4349.66,4359.99,4325.9,4333.37,1503813600,201.92577611
4333.38,4358.88,4333.38,4349.67,1503817200,133.44266369
4322.58,4348.36,4322.58,4333.38,1503820800,116.81720133
4318.07,4333.38,4305,4327.88,1503824400,269.38894520
4316.6,4322.58,4301.63,4317.67,1503828000,173.37248994
4342.76,4348.75,4306.57,4316.53,1503831600,269.35304336
4316.87,4343.25,4290.32,4333.7,1503835200,297.91798727
4325,4333.38,4302.13,4312.09,1503838800,146.47926962
4344.2,4344.22,4316,4316.94,1503842400,97.70855371
4337.19,4354.87,4333.02,4333.77,1503846000,121.21138432
4345,4354.95,4333.8,4352.13,1503849600,97.73883610
4346,4351.04,4338.81,4345,1503853200,61.59176519
4354.46,4358.81,4341,4346,1503856800,140.89991861
4354.9,4355.08,4338.51,4354.26,1503860400,169.18075820
4346.33,4365.96,4344.58,4355.06,1503864000,173.12772445
4349.23,4355.41,4341.47,4346.7,1503867600,107.37159101
4339.7,4349.23,4330.5,4349.23,1503871200,119.34292419
4337.68,4342.78,4322.72,4339.7,1503874800,102.72321801
4293.72,4344.22,4290.32,4329.91,1503878400,485.45463119
4307,4311.8,4279.68,4293.39,1503882000,358.80787907
4301.62,4311.8,4301.38,4308.28,1503885600,75.96729666
4280.01,4312.83,4275,4309.29,1503889200,347.63303279
4240,4286.13,4169.01,4286.13,1503892800,1580.16595020
4227.6,4247.65,4199.64,4240,1503896400,524.04307403
4236.63,4248.76,4222.5,4222.5,1503900000,218.90120874
4279.99,4282.08,4235.84,4238.96,1503903600,216.18336677
4274.67,4285.16,4266.32,4275,1503907200,170.82021842
4294,4308,4248.77,4273.98,1503910800,592.21234903
4317.96,4326,4277,4304.86,1503914400,228.18367953
4318.8,4319,4310.02,4310.31,1503918000,148.89461154
4295,4324.99,4295,4318.79,1503921600,187.48511939
4318.14,4318.14,4295,4304.31,1503925200,135.98620047
4313.83,4323.66,4300.02,4318.13,1503928800,193.44097838
4293.33,4313,4275,4312.99,1503932400,274.00143646
4329,4334.38,4287.28,4293.33,1503936000,731.80392945
4332,4350,4311.08,4329,1503939600,412.13819523
4334.9,4338.78,4325,4338.78,1503943200,169.14646725
4341.84,4345.78,4328.01,4334.9,1503946800,197.03460828
4334.84,4344.86,4328.66,4342.53,1503950400,129.56857226
4377.82,4377.83,4334.84,4334.84,1503954000,405.37633384
4365.1,4399.72,4356.39,4377.82,1503957600,623.62508849
4379.99,4384.97,4360.16,4371.13,1503961200,234.12821843
4372.99,4386,4360.16,4385,1503964800,267.46296264
4371,4378.73,4358.34,4365.81,1503968400,151.41040564
4374.1,4376.89,4356.05,4373.26,1503972000,192.97177429
4380.02,4399.72,4371.95,4373.22,1503975600,316.18787149
4385,4394.35,4373.17,4385.77,1503979200,155.87427120
4364.19,4387.92,4358.7,4385,1503982800,240.13317376
4361.94,4364.21,4353.21,4364.19,1503986400,285.08942793
4348.76,4364.21,4336.26,4363.99,1503990000,450.92532232
4364.21,4364.21,4343.11,4348.76,1503993600,368.11250937
4352.76,4364.21,4346.14,4364.2,1503997200,165.98797090
4364.2,4364.21,4346,4350,1504000800,149.92205319
4378,4403.93,4358.98,4364.2,1504004400,514.13469630
4437.57,4437.57,4364.21,4378,1504008000,450.85369632
4607.79,4649.78,4421.72,4437.57,1504011600,2848.22742816
4560.71,4615.15,4540.03,4609.31,1504015200,1014.91741930
4576.26,4623,4552.71,4565.01,1504018800,930.23515365
4549.84,4593,4542,4576.26,1504022400,413.58586160
4552.64,4561,4510.82,4549.84,1504026000,728.84021606
4569.97,4589.2,4545.01,4552.65,1504029600,399.31772337
4584.86,4588.79,4560,4569.98,1504033200,191.05475301
4593,4615,4580.15,4583.83,1504036800,426.48160140
4612,4638.25,4590.98,4593,1504040400,467.23728442
4590,4614.99,4577,4612,1504044000,300.75348495
4578.82,4608.18,4577,4590,1504047600,449.92576942
4589.01,4597,4561.84,4578.82,1504051200,149.43616108
4606.93,4630,4592.05,4597,1504054800,228.89308706
4614.9,4624.59,4589.36,4615.24,1504058400,230.71500379
4596.75,4614.84,4588.01,4607.01,1504062000,117.26559716
4619.49,4642.22,4597.67,4597.91,1504065600,356.72605459
4613,4619.5,4601.71,4619.44,1504069200,196.92515496
4608.23,4630,4601.76,4613,1504072800,288.18018605
4574.11,4618.74,4556.04,4618.74,1504076400,793.32559170
4584.89,4593,4567.13,4574,1504080000,530.03481450
4522.18,4587,4514,4584.89,1504083600,884.63376196
4528,4540,4479,4522.27,1504087200,1199.93926512
4524,4555.28,4510.01,4523.01,1504090800,409.61976128
4564.99,4565,4516.48,4529.11,1504094400,476.47263294
4566.64,4566.66,4543.92,4565,1504098000,413.92398043
4547.06,4575,4543.92,4566.64,1504101600,347.17026927
4561,4567.2,4545,4547.05,1504105200,230.95712252
4583.98,4585,4560.03,4567.21,1504108800,312.63950587
4583,4589,4572.04,4577.06,1504112400,214.71393974
4576.85,4587.99,4570.45,4582.99,1504116000,208.73959474
4550,4576.92,4550,4576.85,1504119600,273.37336036
4573,4573,4532.58,4549.99,1504123200,235.06126780
4570,4576.86,4551.67,4572.99,1504126800,202.81480156
4579.84,4579.84,4555.28,4568.01,1504130400,244.36635873
4573.2,4589.52,4566.66,4573.76,1504134000,174.10776674
4597.99,4601,4566.66,4573.15,1504137600,261.18319254
4602.08,4612.5,4594.37,4594.38,1504141200,104.71509604
4618,4618,4595.04,4602.07,1504144800,62.74841024
4615.19,4624.03,4601.01,4618,1504148400,120.11461636
4611.06,4624,4601.52,4615.1,1504152000,143.72602466
4624.04,4628,4601.04,4611.06,1504155600,251.25103661
4599.49,4628.28,4589.53,4624.02,1504159200,429.22651191
4619.16,4624.03,4595.44,4599.49,1504162800,367.53951199
4613.47,4635.12,4601,4612.73,1504166400,291.97675649
4609.99,4617,4594.06,4610.73,1504170000,299.55672028
4647.85,4670.45,4607.39,4609.99,1504173600,612.96609705
4687,4687,4634.65,4647.83,1504177200,460.61205556
4698.27,4698.43,4671.1,4687,1504180800,572.50304610
4724.91,4739.78,4685.02,4690.35,1504184400,639.62800855
4712,4736,4695.59,4724.91,1504188000,551.54632548
4718.46,4723.98,4680,4706.23,1504191600,699.74454160
4730.94,4741.5,4715.01,4719,1504195200,422.63877819
4735,4735,4713,4730.94,1504198800,282.23294981
4755.39,4759.8,4724.99,4735,1504202400,457.81568937
4719.85,4765.21,4700,4755.39,1504206000,747.43462862
4733.53,4741.5,4716.63,4724.3,1504209600,221.92273617
4734.5,4741.5,4723.13,4739.99,1504213200,214.61511008
4741.47,4741.5,4729.13,4729.76,1504216800,186.94863408
4734.26,4741.5,4716.75,4741.48,1504220400,508.76598161
4763.99,4765.21,4725.05,4734.26,1504224000,336.18399807
4771.3,4777.76,4756.79,4764,1504227600,250.94907589
4764,4771.26,4743.48,4769.71,1504231200,274.58328232
4745.6,4770.68,4741.5,4763.99,1504234800,324.87917881
4689.5,4752.53,4680,4745.97,1504238400,774.62526439
4680,4721.99,4680,4683.81,1504242000,548.09485875
4729.12,4729.12,4671.09,4679.59,1504245600,607.48261726
4750,4750,4717.33,4729.12,1504249200,715.57526473
4785.64,4788.53,4740.01,4750,1504252800,658.96143765
4787.06,4795,4769.28,4785.64,1504256400,438.07013340
4799.95,4800,4777.44,4781.03,1504260000,513.65721863
4810,4810,4777.15,4799.95,1504263600,593.64382795
4839.33,4849,4800,4810,1504267200,973.31558032
4818.66,4870,4816.73,4844.99,1504270800,1193.75850130
4810.49,4831.47,4778.12,4820.53,1504274400,1160.91854123
4836.86,4844.82,4803.49,4810.49,1504278000,434.33556303
4819.01,4836.86,4817.26,4836.85,1504281600,594.93634288
4844.84,4845,4819,4825.99,1504285200,557.59460883
4819.04,4850,4812.53,4829.95,1504288800,720.29324228
4870,4872.96,4818.38,4829.8,1504292400,1342.97733634
4867.87,4935,4860.81,4870,1504296000,1418.54920500
4863.4,4893.83,4848.69,4875,1504299600,335.10795267
4876.2,4885.14,4855.59,4864.79,1504303200,247.89653390
4921.7,4921.87,4875.01,4880.1,1504306800,351.14013173
4920,4933.64,4909.6,4921.71,1504310400,300.97376291
4960.49,4964.46,4909.63,4924.99,1504314000,473.63023669
4918.88,4979.9,4885.14,4964.46,1504317600,962.52843293
4831.01,4934.04,4824.53,4918.88,1504321200,1187.14530425
4852.98,4879.88,4830.38,4836.54,1504324800,456.96830165
4644.89,4867.99,4590,4855.38,1504328400,1997.38983399
4722.01,4747.99,4630,4644.89,1504332000,883.17545176
4759.94,4799.12,4721.3,4729.13,1504335600,562.69571380
4716.85,4760,4660.88,4759.96,1504339200,417.45300801
4688.49,4729.8,4600,4729.68,1504342800,648.92343190
4729.62,4730,4625.06,4672.13,1504346400,484.39352755
4694.34,4742.68,4669.14,4729.97,1504350000,577.26186206
4637.63,4730.31,4561.09,4700.15,1504353600,967.29569374
4631.02,4661.59,4605.42,4638.11,1504357200,629.31590574
4561.01,4653.08,4488.5,4633.5,1504360800,1409.25088175
4591.55,4603.2,4512.49,4566.81,1504364400,689.10992597
4561.31,4603.2,4552.69,4591.55,1504368000,868.66657779
4619.02,4625,4551.64,4565.9,1504371600,596.51112768
4591.23,4624.99,4583.2,4618.33,1504375200,342.44799155
4605.89,4619.96,4558,4587.71,1504378800,554.38369842
4543,4611.99,4496.42,4606,1504382400,963.78669650
4499.83,4557.62,4491.02,4542.77,1504386000,360.99623882
4492.24,4557.61,4492,4492,1504389600,332.69615141
4599.9,4600,4492.23,4494.89,1504393200,310.79386539
4638.38,4660,4595.45,4599.9,1504396800,576.72489062
4638.94,4660,4612.8,4638.38,1504400400,230.15753926
4613.84,4644.08,4603.24,4629.03,1504404000,194.96307323
4639.42,4651.76,4603.24,4613.78,1504407600,432.95714745
4687.68,4688,4612.73,4623.62,1504411200,496.48276929
4699.76,4699.76,4672.88,4682.13,1504414800,276.52751772
4635.51,4700,4608.9,4699.76,1504418400,481.28730560
4633.76,4665.03,4615.12,4637,1504422000,228.98051564
4677.43,4682.62,4620.01,4639,1504425600,409.14215919
4595.34,4683,4557.62,4677.8,1504429200,482.97178869
4585,4599.99,4565.98,4595.34,1504432800,274.76881188
4573.48,4599.32,4539.52,4575.15,1504436400,299.34766602
4579.99,4589.43,4515.27,4573.37,1504440000,284.72349694
4390,4582,4385,4579.99,1504443600,1652.02056947
4433.99,4463.9,4385,4405.1,1504447200,759.09893453
4450.6,4466.38,4400,4427.01,1504450800,492.01025077
4486.76,4500,4449,4463.2,1504454400,346.41902721
4518,4539.98,4482,4486.76,1504458000,321.69145144
4499.97,4526.11,4467.82,4510,1504461600,526.07301102
4550,4550,4470.24,4499.99,1504465200,685.23507669
4535,4550,4516.38,4550,1504468800,286.76317852
4599.98,4600,4500,4535,1504472400,659.42804711
4581.64,4600,4556.05,4599.99,1504476000,444.86325175
4606.26,4624.72,4579.46,4581.57,1504479600,382.27707626
4549.85,4613.97,4538.29,4603.68,1504483200,538.19181897
4529.62,4560.86,4510.84,4550.41,1504486800,331.72674668
4524.63,4540.88,4512.34,4540.57,1504490400,232.64248499
4547.87,4547.87,4510.82,4524.63,1504494000,108.41038050
4536.24,4542.52,4517.38,4542.52,1504497600,182.35623977
4533.09,4540,4513,4536.16,1504501200,204.03599074
4510.82,4525.02,4466.05,4525.02,1504504800,490.62421395
4367,4526.78,4361.28,4510,1504508400,1590.69972174
4333,4399.7,4286.7,4379.96,1504512000,2301.39964503
4348.52,4356.05,4288.81,4333,1504515600,1415.41906969
4397.35,4443,4329.36,4348.52,1504519200,864.54059567
4288.71,4397.22,4230,4382.58,1504522800,1398.14109620
4300.93,4334.38,4227.63,4288.67,1504526400,1188.37243184
4354,4375,4275.08,4300.95,1504530000,828.54629241
4225.16,4361.76,4200,4354,1504533600,1822.70992111
4247.55,4291.36,4200,4225.15,1504537200,1943.24466539
4179.99,4270.01,4144.12,4247.54,1504540800,1668.72911240
4066.51,4185.67,4058.5,4179.96,1504544400,1728.57386775
4208.49,4240,4060.09,4066.51,1504548000,1690.98605450
4250.97,4294.84,4212.85,4212.87,1504551600,1333.36023242
4270.82,4287.46,4185.67,4260.49,1504555200,964.79752659
4367.21,4410.97,4252,4270.82,1504558800,1154.50760182
4312.98,4378.76,4300.02,4378.76,1504562400,582.85198645
4277,4314.99,4250.97,4312.98,1504566000,504.25753344
4180.49,4282.8,4167.21,4282.53,1504569600,1058.06457488
4021.98,4190.91,4021.94,4176.12,1504573200,1548.83031711
4135,4135,4001.93,4021.94,1504576800,1123.73886546
4102.85,4147.1,4039.3,4135,1504580400,1146.28630998
4098.88,4159.09,4044.66,4109.96,1504584000,839.63185038
4030.05,4098.87,4001.93,4098.87,1504587600,940.74504185
4101,4102.99,4021.94,4030.05,1504591200,643.48301916
4193.83,4206.59,4085,4089.14,1504594800,898.08281270
4189.7,4227.63,4156.69,4193.83,1504598400,949.36434136
4230.59,4234.87,4144.12,4177.81,1504602000,731.67775079
4258.02,4270.01,4227.63,4230.59,1504605600,696.33295349
4339,4339,4228.84,4269.99,1504609200,672.93837707
4261.28,4377.83,4249,4339,1504612800,1111.02637179
4318.58,4320.68,4248.76,4266.82,1504616400,883.98524052
4301.03,4330,4265.7,4310.67,1504620000,684.21004196
4246.85,4334.22,4227.74,4310.87,1504623600,1283.58962498
4320,4334.38,4215.12,4258.97,1504627200,786.92136670
4354.63,4377.83,4294.14,4316.43,1504630800,757.95931312
4395.3,4414.03,4334.38,4344.38,1504634400,705.97976220
4412.81,4449.45,4389.02,4397.28,1504638000,865.34847046
4416.13,4433,4367.25,4413.93,1504641600,912.31670339
4387,4422.48,4359.56,4422.48,1504645200,349.00127037
4448.12,4448.12,4378,4388.26,1504648800,484.09143170
4396.52,4474.88,4379.78,4448,1504652400,810.61388211
4451.16,4454.5,4380.01,4397.38,1504656000,465.91490050
4486.31,4494.64,4400,4451.15,1504659600,838.00707922
4454.97,4495.98,4440.46,4486.3,1504663200,383.08100516
4471.45,4498.84,4435,4454.98,1504666800,378.70865651
4404.94,4487.28,4390,4478.89,1504670400,470.20993163
4399.87,4435.81,4384.33,4394,1504674000,427.71411700
4407.14,4419.61,4356.42,4399.87,1504677600,704.23488597
4498.67,4505.46,4405.54,4419.15,1504681200,1139.49076122
4549.5,4552.99,4495.06,4499.12,1504684800,897.29937776
4524.69,4578,4500.98,4553,1504688400,2024.99262531
4551,4556.42,4500.01,4528.4,1504692000,886.54559530
4579.94,4594,4513.36,4551,1504695600,879.53126175
4522.08,4580,4512.49,4579.94,1504699200,847.00899616
4553.26,4554,4495,4533.82,1504702800,1115.39252507
4574.8,4582.28,4537.29,4553,1504706400,659.50526107
4615.09,4628.39,4562.93,4575,1504710000,703.53249054
4590.54,4620.5,4587.05,4617,1504713600,514.02002907
4645.94,4649.23,4568.88,4590.64,1504717200,776.32642098
4591.88,4645.98,4589.72,4645.98,1504720800,550.78529176
4608.52,4623.14,4557.62,4599,1504724400,436.76785538
