date,volume,vol,RSI_14,EMA_50,trend_sup,trend_res,open,high,low,close
2017-11-06 09:00:00,13823.371799348582,1568.2173101508015,35.67061521081661,92.01836148533584,0.8371859336927644,0.16281406630723558,335.9675987350465,160.93032138919534,-3.196186048923664,-99.49663637737831
2017-11-07 09:00:00,4507.344102301668,1548.625262430261,46.97086918302757,95.71525499566178,0.5448045352462599,0.45519546475374006,-98.35621633956634,82.97654591341325,236.96782558496307,336.53629203568926
2017-11-08 09:00:00,19637.32634109552,1460.3949297688314,46.68452734775489,105.78476863241849,0.5975488516640818,0.4024511483359182,336.9538815793803,852.9856677250746,327.5273160636625,554.5924976325841
2017-11-09 09:00:00,6935.33159623296,1311.5259166722044,37.367947128024106,92.0011413491593,0.736036011651928,0.263963988348072,564.1120613641879,-4.4698998971543915,271.40726136724425,15.473865244202898
2017-11-10 09:00:00,20901.255058415012,1160.067627029687,29.09026649983234,67.78466690409095,0.5175510270269968,0.48244897297300315,9.3018067568064,88.58264095487357,-402.4762754792446,-359.19114028330114
2017-11-11 09:00:00,6972.62310483715,980.4575893099104,27.144696807898857,56.48295793536181,0.10415769003453176,0.8958423099654682,-366.73155752902767,-313.56003119632624,-138.96261919609424,-168.6642069683112
2017-11-12 09:00:00,32615.78539979767,940.0719523580696,16.187819669870002,36.54893363714382,0.07242520719844082,0.9275747928015592,-161.91829637655337,-225.23276092096785,-597.9179326463882,-408.56132935901314
2017-11-13 09:00:00,16803.060684635064,862.9353720111055,26.512764418369287,61.436784221369635,0.1259326684780965,0.8740673315219035,-407.7083665700693,322.29050413070854,250.07306043342123,647.4246934920993
2017-11-14 09:00:00,726.71950768129,754.8628349703472,23.971930050762257,64.16570419942764,0.35295605537333175,0.6470439446266683,643.1553693672931,152.9543291869477,721.7040574015891,305.3374218583067
2017-11-15 09:00:00,8404.895011529587,777.528766982158,28.507429309814256,90.09311689082551,0.36610722959034664,0.6338927704096533,305.3718292030062,770.9692105053382,418.82456104063385,892.1264660984216
2017-11-16 09:00:00,11458.74369314851,1011.2643455865773,30.87087851850805,110.91830626108094,0.5928598486772223,0.40714015132277775,891.1783650515608,957.8017576951606,764.7846459416787,923.769675491596
2017-11-17 09:00:00,11263.296407798374,1104.5031328184957,27.591220612038896,102.55731416286653,0.7694093277764276,0.23059067222357238,927.7082934811851,460.9054191426403,749.1567505875983,264.33977147405494
2017-11-18 09:00:00,746.3326086060865,1202.3639395410205,26.47030536503665,103.92579098484202,0.6864038088633478,0.3135961911366522,258.8831327389689,211.76685685840675,302.4950897607996,397.66103245371414
2017-11-19 09:00:00,3146.790415970405,1348.6833557461032,29.351174645049074,111.78541971199138,0.6944497275532747,0.30555027244672534,402.63699552742764,538.6734305107448,540.7862843976809,564.142097546759
2017-11-20 09:00:00,3523.2453222720724,1537.5929427373874,35.84998795998969,117.2797409195482,0.7589158926274263,0.24108410737257366,567.899874951222,529.7090493648175,588.0017325431318,546.2196930197533
2017-11-21 09:00:00,10024.147230860335,1625.5151649403522,32.17225345506074,110.09337167814556,0.8024158854618868,0.1975841145381132,542.3068685946855,437.32880257925626,222.3532941854719,238.13908316901689
2017-11-22 09:00:00,2732.5899294784094,1728.4433809094542,30.41186289992766,111.9104373901464,0.7397068985352899,0.2602931014647101,229.1807619707506,291.7235400594036,564.9129738033898,400.13855222578513
2017-11-23 09:00:00,3781.6628288729175,1751.008055213404,31.688270849753586,101.1277707871277,0.7538218888045672,0.24617811119543279,414.1554387135975,262.0429177596325,270.7237986353912,95.12043100986557
2017-11-24 09:00:00,5867.862877761361,1805.1692593804325,41.7058422493132,105.80621784464347,0.6638783136176889,0.3361216863823111,88.09118969188421,359.18387622285627,170.16040770625568,414.9402319959154
2017-11-25 09:00:00,8013.590970742269,1873.4061123596975,48.04422512156636,124.48949190750773,0.7037931230252997,0.2962068769747003,418.6540535948643,685.4366784549047,488.44285799731006,822.1723036276089
2017-11-26 09:00:00,8019.38627803856,1949.1120277250188,57.6204252225593,142.53140920376154,0.8486677323871523,0.15133226761284768,819.223131693856,1012.1548303786913,757.1718519823762,926.6263148341714
2017-11-27 09:00:00,9512.547484524666,1783.4477165430662,54.92144337147293,157.72859604178484,0.9621894125240598,0.03781058747594028,932.1438516521976,845.6357316045905,1069.288702163136,936.1262283204687
2017-11-28 09:00:00,7542.297138624745,1857.0364534254902,54.14085691878716,161.68319293961576,0.9969912853911517,0.0030087146088483324,928.1799023162948,765.4220325893566,861.4656472693405,700.0307410982332
2017-11-29 09:00:00,38306.7603432432,1687.926100631491,48.99918669061434,154.4582462951439,0.9796321697808086,0.020367830219191366,707.2130272071354,1914.1295626071696,-27.74878575027833,390.5152438937712
