date,volume,vol,RSI_14,EMA_50,ADX,sentiment,trend_sup,trend_res,open,high,low,close
2018-02-01 09:00:00,41493.59138455178,876.8760834150871,15.698001427982387,-71.59656293633452,38.75248506509687,30,0.38018690447226694,0.619813095527733,95.2405066436877,-118.1857335684872,-935.5539422011625,-987.1195720890373
2018-02-02 09:00:00,72325.48400219886,1484.7677187273835,11.621556464488442,-78.48736315421957,40.03762713430943,15,0.2205089170873771,0.7794910829126229,-985.8875921547115,-1020.3830592441955,-872.8381817928039,-342.39268554076625
2018-02-03 09:00:00,16556.407890170485,1664.3684286854054,3.72332064976459,-60.42076423111757,40.84512536440639,40,0.21646320144314857,0.7835367985568514,-337.5158381913552,190.13770918058253,246.82345172108307,334.0976545627509
2018-02-04 09:00:00,26729.253200559557,1725.8687599159298,6.2935928595919,-96.31032142393997,41.72549557869822,24,0.3414931963871148,0.6585068036128852,331.5977960397722,-39.06033193871917,-261.40263245507504,-899.2903153261104
2018-02-05 09:00:00,85754.06731726488,2729.141212391129,5.225286728211565,-141.681571352623,43.01119781536844,11,0.13244837737724666,0.8675516226227533,-902.1529487735197,-912.7030544921636,-1262.9947476131783,-1351.309697130553
2018-02-06 09:00:00,138777.81548339274,2983.798163391354,12.854714616388549,-105.56571781580351,44.40936756193872,8,0.0671463330959357,0.9328536669040643,-1347.1666091624866,-470.9655356346457,-846.6917648553599,534.98548657435
2018-02-07 09:00:00,48868.12597177343,3163.6342433200725,7.028199938711955,-103.46397912042994,45.00423892751104,36,0.3776850022754989,0.6223149977245012,529.6965609520148,472.50508616834213,1003.8740143136147,-27.893638959396412
2018-02-08 09:00:00,-15262.754900538395,2931.4417403949683,14.222067139831672,-73.10637402761131,45.48184250605682,30,0.4134779658569825,0.5865220341430175,-31.50565060421104,186.16497440770218,549.8668314272709,687.4914303048263
2018-02-09 09:00:00,9885.709774240848,2661.1921996829547,17.628176317462643,-50.189295939129806,45.70343919179605,44,0.6458136632856447,0.3541863367143553,475.17066179405447,303.4067536350358,403.0258919312055,664.5214882431446
2018-02-10 09:00:00,37155.74190388512,2404.013832808489,13.293870727877277,-51.84365973959393,45.47827230761777,54,0.8312246378841329,0.16877536211586713,836.2031405174421,495.62973475803665,562.5550947152833,116.18012883160554
